A	P	D	Y
11	1971	0	17671
11	1971	0	18285
11	1972	0	18284
11	1972	0	18340
11	1973	0	18351
11	1973	0	18664
11	1974	0	18670
11	1974	0	19765
11	1975	0	19753
11	1975	0	19898
11	1976	0	19890
11	1976	0	20501
11	1977	0	20515
11	1977	0	21203
11	1978	0	21214
11	1978	0	19652
11	1979	0	19669
11	1979	0	17920
11	1980	0	17935
11	1980	0	17248
11	1981	0	17247
11	1981	0	17313
11	1982	0	17314
11	1982	0	18172
11	1983	0	18175
11	1983	0	18410
11	1984	0	18414
11	1984	0	17486
11	1985	0	17497
11	1985	0	17438
11	1986	0	17450
11	1986	0	17755
11	1987	0	17776
11	1987	0	15975
11	1988	0	15986
11	1988	0	15263
11	1989	0	15280
11	1989	0	15301
11	1990	0	15320
11	1990	0	14673
11	1991	0	14702
11	1991	0	14282
11	1992	0	14317
11	1992	0	13358
11	1993	0	13388
11	1993	0	13202
11	1994	0	13225
11	1994	0	12856
11	1995	0	12905
11	1995	0	13175
11	1996	0	13240
11	1996	0	13763
11	1997	0	13798
11	1997	0	14071
11	1998	0	14097
11	1998	0	14181
11	1999	0	14203
11	1999	0	14902
11	2000	0	14929
11	2000	0	15583
11	2001	0	15622
11	2001	0	16107
11	2002	0	16150
11	2002	0	16318
11	2003	0	16345
11	2003	0	17039
12	1943	0	15047
12	1943	0	14618
12	1944	0	14610
12	1944	0	14800
12	1945	0	14753
12	1945	0	14162
12	1946	0	14093
12	1946	0	14519
12	1947	0	14519
12	1947	0	14785
12	1948	0	14777
12	1948	0	15001
12	1949	0	14991
12	1949	0	15325
12	1950	0	15328
12	1950	0	15689
12	1951	0	15650
12	1951	0	15409
12	1952	0	15398
12	1952	0	16286
12	1953	0	16282
12	1953	0	16213
12	1954	0	16213
12	1954	0	18543
12	1955	0	18538
12	1955	0	19429
12	1956	0	19420
12	1956	0	20795
12	1957	0	20774
12	1957	0	21886
12	1958	0	21865
12	1958	0	21988
12	1959	0	21980
12	1959	0	21140
12	1960	0	21116
12	1960	0	19840
12	1961	0	19803
12	1961	0	18587
12	1962	0	18595
12	1962	0	18842
12	1963	0	18845
12	1963	0	17644
12	1964	0	17652
12	1964	0	18179
12	1965	0	18183
12	1965	0	18251
12	1966	0	18244
12	1966	0	18012
12	1967	0	18019
12	1967	0	18041
12	1968	0	18042
12	1968	0	18141
12	1969	0	18145
12	1969	0	17894
12	1970	0	17893
12	1970	0	17882
12	1971	0	17887
12	1971	0	17679
12	1972	0	17694
12	1972	0	18282
12	1973	0	18285
12	1973	0	18360
12	1974	0	18365
12	1974	0	18667
12	1975	0	18658
12	1975	0	19746
12	1976	0	19742
12	1976	0	19895
12	1977	0	19903
12	1977	0	20525
12	1978	0	20540
12	1978	0	21218
12	1979	0	21231
12	1979	0	19681
12	1980	0	19695
12	1980	0	17939
12	1981	0	17943
12	1981	0	17247
12	1982	0	17247
12	1982	0	17315
12	1983	0	17319
12	1983	0	18177
12	1984	0	18180
12	1984	0	18416
12	1985	0	18425
12	1985	0	17503
12	1986	0	17517
12	1986	0	17459
12	1987	0	17480
12	1987	0	17789
12	1988	0	17801
12	1988	0	15991
12	1989	0	16002
12	1989	0	15289
12	1990	0	15308
12	1990	0	15330
12	1991	0	15360
12	1991	0	14719
12	1992	0	14750
12	1992	0	14335
12	1993	0	14367
12	1993	0	13404
12	1994	0	13424
12	1994	0	13236
12	1995	0	13282
12	1995	0	12945
12	1996	0	13007
12	1996	0	13262
12	1997	0	13295
12	1997	0	13811
12	1998	0	13836
12	1998	0	14112
12	1999	0	14140
12	1999	0	14210
12	2000	0	14236
12	2000	0	14945
12	2001	0	14981
12	2001	0	15643
12	2002	0	15679
12	2002	0	16171
12	2003	0	16203
12	2003	0	16357
13	1943	0	14477
13	1943	0	15042
13	1944	0	15035
13	1944	0	14608
13	1945	0	14496
13	1945	0	14707
13	1946	0	14665
13	1946	0	14092
13	1947	0	14087
13	1947	0	14515
13	1948	0	14506
13	1948	0	14774
13	1949	0	14768
13	1949	0	14986
13	1950	0	15044
13	1950	0	15336
13	1951	0	15335
13	1951	0	15646
13	1952	0	15637
13	1952	0	15392
13	1953	0	15385
13	1953	0	16282
13	1954	0	16280
13	1954	0	16213
13	1955	0	16211
13	1955	0	18536
13	1956	0	18526
13	1956	0	19413
13	1957	0	19398
13	1957	0	20762
13	1958	0	20745
13	1958	0	21861
13	1959	0	21855
13	1959	0	21977
13	1960	0	21962
13	1960	0	21094
13	1961	0	21073
13	1961	0	19805
13	1962	0	19809
13	1962	0	18597
13	1963	0	18600
13	1963	0	18846
13	1964	0	18851
13	1964	0	17658
13	1965	0	17696
13	1965	0	18184
13	1966	0	18184
13	1966	0	18250
13	1967	0	18258
13	1967	0	18023
13	1968	0	18027
13	1968	0	18041
13	1969	0	18042
13	1969	0	18153
13	1970	0	18180
13	1970	0	17894
13	1971	0	17901
13	1971	0	17900
13	1972	0	17911
13	1972	0	17700
13	1973	0	17720
13	1973	0	18289
13	1974	0	18297
13	1974	0	18361
13	1975	0	18347
13	1975	0	18653
13	1976	0	18652
13	1976	0	19745
13	1977	0	19758
13	1977	0	19906
13	1978	0	19912
13	1978	0	20546
13	1979	0	20559
13	1979	0	21241
13	1980	0	21252
13	1980	0	19697
13	1981	0	19701
13	1981	0	17942
13	1982	0	17941
13	1982	0	17247
13	1983	0	17248
13	1983	0	17322
13	1984	0	17331
13	1984	0	18182
13	1985	0	18194
13	1985	0	18432
13	1986	0	18448
13	1986	0	17523
13	1987	0	17540
13	1987	0	17490
13	1988	0	17506
13	1988	0	17801
13	1989	0	17816
13	1989	0	16008
13	1990	0	16024
13	1990	0	15319
13	1991	0	15346
13	1991	0	15378
13	1992	0	15413
13	1992	0	14765
13	1993	0	14794
13	1993	0	14382
13	1994	0	14408
13	1994	0	13429
13	1995	0	13473
13	1995	0	13318
13	1996	0	13373
13	1996	0	13029
13	1997	0	13068
13	1997	0	13306
13	1998	0	13336
13	1998	0	13849
13	1999	0	13876
13	1999	0	14152
13	2000	0	14181
13	2000	0	14254
13	2001	0	14294
13	2001	0	15000
13	2002	0	15033
13	2002	0	15694
13	2003	0	15715
13	2003	0	16213
14	1943	0	15431
14	1943	0	14472
14	1944	0	14464
14	1944	0	15033
14	1945	0	14961
14	1945	0	14386
14	1946	0	14274
14	1946	0	14668
14	1947	0	14665
14	1947	0	14084
14	1948	0	14078
14	1948	0	14500
14	1949	0	14491
14	1949	0	14766
14	1950	0	14747
14	1950	0	15107
14	1951	0	15168
14	1951	0	15326
14	1952	0	15315
14	1952	0	15633
14	1953	0	15630
14	1953	0	15384
14	1954	0	15384
14	1954	0	16277
14	1955	0	16272
14	1955	0	16208
14	1956	0	16199
14	1956	0	18519
14	1957	0	18501
14	1957	0	19392
14	1958	0	19374
14	1958	0	20739
14	1959	0	20732
14	1959	0	21853
14	1960	0	21836
14	1960	0	21950
14	1961	0	21941
14	1961	0	21074
14	1962	0	21076
14	1962	0	19811
14	1963	0	19815
14	1963	0	18601
14	1964	0	18604
14	1964	0	18854
14	1965	0	18837
14	1965	0	17730
14	1966	0	17772
14	1966	0	18182
14	1967	0	18196
14	1967	0	18260
14	1968	0	18270
14	1968	0	18027
14	1969	0	18044
14	1969	0	18044
14	1970	0	18055
14	1970	0	18199
14	1971	0	18224
14	1971	0	17907
14	1972	0	17911
14	1972	0	17908
14	1973	0	17919
14	1973	0	17734
14	1974	0	17758
14	1974	0	18302
14	1975	0	18302
14	1975	0	18338
14	1976	0	18339
14	1976	0	18657
14	1977	0	18672
14	1977	0	19767
14	1978	0	19787
14	1978	0	19915
14	1979	0	19935
14	1979	0	20566
14	1980	0	20575
14	1980	0	21253
14	1981	0	21265
14	1981	0	19703
14	1982	0	19711
14	1982	0	17940
14	1983	1	17947
14	1983	0	17250
14	1984	0	17259
14	1984	0	17337
14	1985	0	17353
14	1985	0	18204
14	1986	0	18226
14	1986	0	18457
14	1987	0	18483
14	1987	0	17551
14	1988	0	17569
14	1988	0	17511
14	1989	0	17535
14	1989	0	17831
14	1990	0	17866
14	1990	0	16034
14	1991	0	16066
14	1991	0	15362
14	1992	0	15404
14	1992	0	15429
14	1993	0	15460
14	1993	0	14807
14	1994	0	14837
14	1994	0	14419
14	1995	0	14469
14	1995	0	13512
14	1996	0	13575
14	1996	0	13393
14	1997	0	13434
14	1997	0	13086
14	1998	0	13124
14	1998	0	13355
14	1999	0	13388
14	1999	0	13889
14	2000	0	13924
14	2000	0	14197
14	2001	0	14238
14	2001	0	14315
14	2002	0	14355
14	2002	0	15046
14	2003	0	15076
14	2003	0	15721
15	1943	0	15105
15	1943	0	15427
15	1944	0	15418
15	1944	0	14461
15	1945	0	14436
15	1945	0	14891
15	1946	0	14819
15	1946	0	14272
15	1947	0	14258
15	1947	0	14660
15	1948	0	14644
15	1948	0	14075
15	1949	0	14062
15	1949	0	14487
15	1950	0	14530
15	1950	0	14730
15	1951	0	14709
15	1951	0	15166
15	1952	0	15161
15	1952	0	15312
15	1953	0	15314
15	1953	0	15630
15	1954	0	15634
15	1954	0	15385
15	1955	0	15382
15	1955	0	16270
15	1956	0	16259
15	1956	0	16194
15	1957	0	16176
15	1957	0	18489
15	1958	0	18471
15	1958	0	19363
15	1959	0	19347
15	1959	0	20731
15	1960	0	20737
15	1960	0	21820
15	1961	0	21797
15	1961	0	21944
15	1962	0	21944
15	1962	0	21077
15	1963	0	21076
15	1963	0	19816
15	1964	0	19819
15	1964	0	18607
15	1965	0	18633
15	1965	0	18817
15	1966	0	18810
15	1966	0	17780
15	1967	1	17795
15	1967	0	18211
15	1968	0	18219
15	1968	0	18279
15	1969	0	18284
15	1969	0	18061
15	1970	0	18069
15	1970	0	18064
15	1971	0	18078
15	1971	0	18230
15	1972	0	18234
15	1972	0	17909
15	1973	0	17925
15	1973	0	17933
15	1974	0	17953
15	1974	0	17767
15	1975	0	17771
15	1975	0	18298
15	1976	0	18304
15	1976	0	18349
15	1977	0	18375
15	1977	0	18683
15	1978	0	18710
15	1978	0	19798
15	1979	0	19830
15	1979	0	19951
15	1980	0	19986
15	1980	0	20576
15	1981	0	20584
15	1981	0	21276
15	1982	0	21295
15	1982	0	19717
15	1983	0	19741
15	1983	0	17954
15	1984	0	17986
15	1984	0	17266
15	1985	0	17300
15	1985	0	17363
15	1986	0	17397
15	1986	0	18238
15	1987	0	18283
15	1987	0	18499
15	1988	0	18542
15	1988	0	17577
15	1989	0	17604
15	1989	0	17555
15	1990	0	17598
15	1990	0	17886
15	1991	0	17926
15	1991	0	16089
15	1992	0	16134
15	1992	0	15429
15	1993	0	15473
15	1993	0	15476
15	1994	0	15514
15	1994	0	14854
15	1995	0	14907
15	1995	0	14508
15	1996	0	14570
15	1996	0	13599
15	1997	0	13643
15	1997	0	13455
15	1998	0	13502
15	1998	0	13145
15	1999	0	13184
15	1999	0	13401
15	2000	0	13435
15	2000	0	13945
15	2001	0	13994
15	2001	0	14262
15	2002	0	14308
15	2002	0	14373
15	2003	0	14416
15	2003	0	15093
16	1943	0	15679
16	1943	0	15100
16	1944	0	15090
16	1944	0	15412
16	1945	0	15287
16	1945	0	14414
16	1946	0	14382
16	1946	0	14817
16	1947	0	14791
16	1947	0	14246
16	1948	0	14206
16	1948	0	14634
16	1949	0	14608
16	1949	0	14053
16	1950	0	14053
16	1950	0	14577
16	1951	0	14616
16	1951	0	14704
16	1952	0	14697
16	1952	0	15158
16	1953	0	15152
16	1953	0	15319
16	1954	0	15314
16	1954	0	15638
16	1955	0	15620
16	1955	0	15379
16	1956	0	15345
16	1956	0	16250
16	1957	0	16204
16	1957	0	16163
16	1958	0	16123
16	1958	0	18464
16	1959	0	18425
16	1959	0	19342
16	1960	0	19303
16	1960	0	20745
16	1961	0	20703
16	1961	0	21790
16	1962	0	21743
16	1962	0	21941
16	1963	0	21884
16	1963	0	21073
16	1964	0	21030
16	1964	0	19819
16	1965	0	19782
16	1965	0	18657
16	1966	0	18648
16	1966	0	18824
16	1967	0	18803
16	1967	0	17802
16	1968	0	17781
16	1968	0	18211
16	1969	0	18193
16	1969	0	18280
16	1970	0	18292
16	1970	0	18060
16	1971	0	18008
16	1971	0	18082
16	1972	0	18059
16	1972	0	18231
16	1973	0	18217
16	1973	0	17944
16	1974	0	17946
16	1974	0	17960
16	1975	0	17924
16	1975	0	17765
16	1976	0	17745
16	1976	0	18313
16	1977	0	18327
16	1977	0	18392
16	1978	1	18409
16	1978	0	18728
16	1979	0	18749
16	1979	0	19851
16	1980	0	19867
16	1980	0	20004
16	1981	0	20019
16	1981	0	20592
16	1982	0	20594
16	1982	0	21305
16	1983	0	21314
16	1983	0	19758
16	1984	0	19780
16	1984	0	18011
16	1985	0	18047
16	1985	0	17328
16	1986	0	17370
16	1986	0	17421
16	1987	0	17458
16	1987	0	18317
16	1988	0	18340
16	1988	0	18569
16	1989	0	18594
16	1989	0	17624
16	1990	0	17656
16	1990	0	17622
16	1991	0	17666
16	1991	0	17945
16	1992	0	17974
16	1992	0	16158
16	1993	0	16194
16	1993	0	15491
16	1994	0	15525
16	1994	0	15536
16	1995	0	15596
16	1995	0	14944
16	1996	0	15021
16	1996	0	14593
16	1997	0	14647
16	1997	0	13662
16	1998	0	13714
16	1998	0	13527
16	1999	0	13584
16	1999	0	13202
16	2000	0	13263
16	2000	0	13455
16	2001	0	13522
16	2001	0	14021
16	2002	0	14097
16	2002	0	14329
16	2003	0	14391
16	2003	0	14440
17	1943	0	15935
17	1943	0	15674
17	1944	0	15662
17	1944	0	15085
17	1945	0	15030
17	1945	0	15167
17	1946	0	15026
17	1946	0	14373
17	1947	0	14321
17	1947	0	14768
17	1948	0	14690
17	1948	0	14179
17	1949	0	14125
17	1949	0	14591
17	1950	0	14589
17	1950	0	14061
17	1951	0	14046
17	1951	0	14607
17	1952	0	14571
17	1952	0	14694
17	1953	0	14665
17	1953	0	15148
17	1954	0	15119
17	1954	1	15305
17	1955	0	15239
17	1955	0	15598
17	1956	0	15515
17	1956	0	15315
17	1957	0	15230
17	1957	0	16167
17	1958	0	16080
17	1958	0	16095
17	1959	0	16024
17	1959	0	18392
17	1960	0	18315
17	1960	0	19268
17	1961	0	19183
17	1961	0	20653
17	1962	0	20577
17	1962	0	21705
17	1963	0	21629
17	1963	0	21831
17	1964	0	21762
17	1964	0	20989
17	1965	0	20969
17	1965	0	19745
17	1966	0	19693
17	1966	0	18616
17	1967	0	18587
17	1967	0	18768
17	1968	0	18731
17	1968	0	17753
17	1969	0	17709
17	1969	0	18181
17	1970	0	18174
17	1970	0	18307
17	1971	0	18310
17	1971	0	17965
17	1972	0	17940
17	1972	0	18032
17	1973	0	18036
17	1973	0	18205
17	1974	0	18200
17	1974	0	17929
17	1975	0	17897
17	1975	0	17882
17	1976	0	17864
17	1976	0	17730
17	1977	0	17745
17	1977	0	18331
17	1978	0	18364
17	1978	0	18409
17	1979	0	18438
17	1979	0	18752
17	1980	0	18776
17	1980	0	19861
17	1981	0	19857
17	1981	0	20016
17	1982	0	20021
17	1982	0	20590
17	1983	0	20599
17	1983	0	21314
17	1984	0	21328
17	1984	0	19785
17	1985	0	19804
17	1985	0	18059
17	1986	0	18105
17	1986	0	17385
17	1987	0	17430
17	1987	0	17471
17	1988	0	17500
17	1988	0	18329
17	1989	0	18339
17	1989	0	18591
17	1990	0	18618
17	1990	0	17669
17	1991	0	17715
17	1991	0	17686
17	1992	0	17752
17	1992	0	17985
17	1993	0	18038
17	1993	0	16206
17	1994	0	16248
17	1994	0	15539
17	1995	0	15606
17	1995	0	15635
17	1996	0	15707
17	1996	0	15060
17	1997	0	15128
17	1997	0	14678
17	1998	0	14740
17	1998	0	13745
17	1999	0	13810
17	1999	0	13616
17	2000	0	13671
17	2000	0	13306
17	2001	0	13369
17	2001	0	13569
17	2002	0	13623
17	2002	0	14146
17	2003	0	14194
17	2003	0	14432
18	1943	0	16323
18	1943	0	15928
18	1944	0	15917
18	1944	0	15654
18	1945	0	15580
18	1945	0	14980
18	1946	0	14893
18	1946	1	15005
18	1947	0	14922
18	1947	0	14278
18	1948	0	14179
18	1948	0	14634
18	1949	0	14559
18	1949	0	14098
18	1950	0	14092
18	1950	0	14603
18	1951	0	14587
18	1951	0	14023
18	1952	0	13975
18	1952	0	14543
18	1953	0	14504
18	1953	0	14637
18	1954	0	14594
18	1954	0	15095
18	1955	0	15029
18	1955	0	15182
18	1956	0	15065
18	1956	0	15454
18	1957	0	15346
18	1957	0	15175
18	1958	0	15084
18	1958	0	16030
18	1959	0	15967
18	1959	0	15981
18	1960	0	15938
18	1960	0	18270
18	1961	0	18209
18	1961	0	19133
18	1962	0	19083
18	1962	0	20552
18	1963	0	20510
18	1963	0	21592
18	1964	0	21551
18	1964	1	21746
18	1965	0	21724
18	1965	0	20990
18	1966	0	21004
18	1966	0	19679
18	1967	0	19663
18	1967	0	18590
18	1968	0	18572
18	1968	0	18729
18	1969	0	18711
18	1969	0	17694
18	1970	0	17735
18	1970	0	18178
18	1971	0	18154
18	1971	0	18298
18	1972	0	18300
18	1972	0	17957
18	1973	0	17994
18	1973	0	18068
18	1974	1	18108
18	1974	0	18206
18	1975	0	18176
18	1975	0	17883
18	1976	0	17872
18	1976	0	17889
18	1977	0	17916
18	1977	0	17775
18	1978	0	17816
18	1978	0	18394
18	1979	0	18430
18	1979	0	18467
18	1980	0	18481
18	1980	0	18796
18	1981	0	18773
18	1981	0	19859
18	1982	0	19825
18	1982	0	20031
18	1983	0	19993
18	1983	0	20612
18	1984	0	20581
18	1984	0	21342
18	1985	0	21314
18	1985	0	19819
18	1986	0	19811
18	1986	0	18138
18	1987	0	18147
18	1987	0	17460
18	1988	0	17411
18	1988	0	17515
18	1989	0	17479
18	1989	0	18360
18	1990	0	18316
18	1990	0	18648
18	1991	0	18614
18	1991	0	17748
18	1992	0	17710
18	1992	0	17797
18	1993	0	17773
18	1993	0	18080
18	1994	0	18062
18	1994	0	16278
18	1995	0	16288
18	1995	0	15658
18	1996	0	15689
18	1996	0	15742
18	1997	0	15762
18	1997	0	15157
18	1998	0	15167
18	1998	0	14771
18	1999	0	14805
18	1999	0	13844
18	2000	0	13877
18	2000	0	13694
18	2001	0	13724
18	2001	0	13390
18	2002	0	13418
18	2002	0	13630
18	2003	0	13634
18	2003	0	14193
19	1943	0	16365
19	1943	0	16317
19	1944	0	16308
19	1944	0	15913
19	1945	0	15877
19	1945	0	15514
19	1946	0	15411
19	1946	0	14855
19	1947	0	14759
19	1947	0	14860
19	1948	1	14744
19	1948	0	14123
19	1949	0	14073
19	1949	0	14539
19	1950	0	14593
19	1950	0	14111
19	1951	0	14122
19	1951	0	14557
19	1952	0	14512
19	1952	0	13949
19	1953	0	13931
19	1953	0	14493
19	1954	0	14478
19	1954	0	14578
19	1955	0	14527
19	1955	0	14986
19	1956	0	14903
19	1956	0	15005
19	1957	0	14913
19	1957	0	15299
19	1958	0	15249
19	1958	0	15048
19	1959	0	15032
19	1959	0	15953
19	1960	0	15914
19	1960	0	15938
19	1961	0	15938
19	1961	0	18193
19	1962	0	18193
19	1962	0	19084
19	1963	0	19077
19	1963	0	20493
19	1964	0	20479
19	1964	0	21548
19	1965	0	21520
19	1965	0	21718
19	1966	0	21719
19	1966	0	20997
19	1967	0	20988
19	1967	0	19660
19	1968	0	19645
19	1968	0	18551
19	1969	0	18519
19	1969	0	18696
19	1970	0	18707
19	1970	0	17792
19	1971	0	17839
19	1971	0	18125
19	1972	1	18146
19	1972	0	18315
19	1973	0	18378
19	1973	0	18014
19	1974	0	18063
19	1974	0	18116
19	1975	0	18103
19	1975	0	18139
19	1976	0	18138
19	1976	0	17875
19	1977	0	17896
19	1977	0	17918
19	1978	0	17944
19	1978	0	17828
19	1979	0	17852
19	1979	0	18436
19	1980	1	18444
19	1980	0	18466
19	1981	0	18451
19	1981	0	18731
19	1982	0	18695
19	1982	0	19790
19	1983	0	19776
19	1983	0	19946
19	1984	0	19930
19	1984	0	20537
19	1985	0	20540
19	1985	0	21272
19	1986	0	21270
19	1986	0	19788
19	1987	0	19791
19	1987	0	18123
19	1988	0	18083
19	1988	0	17332
19	1989	0	17299
19	1989	0	17427
19	1990	0	17411
19	1990	0	18252
19	1991	0	18239
19	1991	0	18550
19	1992	0	18549
19	1992	0	17640
19	1993	0	17634
19	1993	0	17704
19	1994	0	17705
19	1994	0	18002
19	1995	0	18022
19	1995	0	16268
19	1996	0	16323
19	1996	0	15669
19	1997	0	15701
19	1997	0	15749
19	1998	0	15779
19	1998	0	15148
19	1999	0	15184
19	1999	0	14808
19	2000	0	14845
19	2000	0	13876
19	2001	0	13919
19	2001	0	13731
19	2002	0	13791
19	2002	0	13427
19	2003	0	13474
19	2003	0	13631
20	1943	0	15926
20	1943	0	16363
20	1944	0	16355
20	1944	0	16304
20	1945	0	16271
20	1945	0	15845
20	1946	1	15769
20	1946	0	15375
20	1947	0	15283
20	1947	0	14702
20	1948	0	14612
20	1948	0	14689
20	1949	0	14645
20	1949	0	14080
20	1950	0	14169
20	1950	0	14667
20	1951	0	14719
20	1951	0	14114
20	1952	0	14094
20	1952	1	14497
20	1953	0	14485
20	1953	0	13939
20	1954	0	13953
20	1954	0	14473
20	1955	0	14439
20	1955	0	14491
20	1956	0	14418
20	1956	0	14864
20	1957	0	14801
20	1957	0	14881
20	1958	0	14838
20	1958	0	15247
20	1959	0	15249
20	1959	0	15052
20	1960	0	15074
20	1960	0	15889
20	1961	0	15859
20	1961	0	15937
20	1962	0	15945
20	1962	0	18209
20	1963	0	18220
20	1963	0	19069
20	1964	0	19057
20	1964	0	20481
20	1965	0	20483
20	1965	0	21496
20	1966	0	21458
20	1966	0	21726
20	1967	0	21733
20	1967	0	20986
20	1968	0	20956
20	1968	0	19632
20	1969	0	19625
20	1969	0	18509
20	1970	0	18560
20	1970	0	18732
20	1971	0	18757
20	1971	0	17829
20	1972	0	17863
20	1972	0	18194
20	1973	0	18274
20	1973	0	18427
20	1974	0	18504
20	1974	1	18093
20	1975	0	18103
20	1975	0	18082
20	1976	0	18092
20	1976	0	18174
20	1977	0	18233
20	1977	0	17913
20	1978	0	17968
20	1978	0	17968
20	1979	0	18028
20	1979	0	17863
20	1980	0	17891
20	1980	0	18446
20	1981	0	18458
20	1981	0	18452
20	1982	0	18470
20	1982	0	18701
20	1983	0	18736
20	1983	0	19798
20	1984	0	19850
20	1984	0	19962
20	1985	0	20035
20	1985	0	20588
20	1986	0	20683
20	1986	0	21310
20	1987	0	21394
20	1987	0	19817
20	1988	0	19853
20	1988	0	18067
20	1989	0	18101
20	1989	0	17345
20	1990	0	17450
20	1990	0	17446
20	1991	0	17567
20	1991	0	18292
20	1992	0	18429
20	1992	0	18612
20	1993	0	18770
20	1993	0	17698
20	1994	0	17849
20	1994	0	17775
20	1995	0	17958
20	1995	0	18102
20	1996	0	18284
20	1996	0	16398
20	1997	0	16558
20	1997	0	15753
20	1998	0	15897
20	1998	0	15824
20	1999	0	15976
20	1999	0	15238
20	2000	0	15398
20	2000	0	14878
20	2001	0	15035
20	2001	0	13962
20	2002	0	14110
20	2002	0	13844
20	2003	0	13986
20	2003	0	13512
21	1943	0	17055
21	1943	0	15927
21	1944	0	15929
21	1944	0	16348
21	1945	0	16311
21	1945	0	16241
21	1946	0	16167
21	1946	0	15725
21	1947	1	15644
21	1947	0	15228
21	1948	0	15146
21	1948	0	14579
21	1949	0	14558
21	1949	0	14656
21	1950	0	14720
21	1950	0	14251
21	1951	0	14327
21	1951	0	14697
21	1952	0	14667
21	1952	0	14084
21	1953	1	14078
21	1953	0	14489
21	1954	0	14480
21	1954	0	13959
21	1955	0	13927
21	1955	0	14409
21	1956	0	14345
21	1956	0	14380
21	1957	1	14309
21	1957	0	14778
21	1958	0	14738
21	1958	0	14826
21	1959	0	14819
21	1959	0	15255
21	1960	0	15229
21	1960	0	15076
21	1961	0	15070
21	1961	0	15854
21	1962	2	15853
21	1962	0	15954
21	1963	0	15959
21	1963	0	18215
21	1964	0	18200
21	1964	0	19053
21	1965	0	19033
21	1965	0	20482
21	1966	0	20462
21	1966	0	21444
21	1967	0	21418
21	1967	0	21733
21	1968	1	21690
21	1968	0	20929
21	1969	0	20898
21	1969	1	19631
21	1970	1	19674
21	1970	0	18622
21	1971	0	18669
21	1971	0	18757
21	1972	0	18783
21	1972	0	17907
21	1973	0	17968
21	1973	0	18306
21	1974	0	18351
21	1974	0	18533
21	1975	0	18521
21	1975	0	18083
21	1976	0	18065
21	1976	0	18122
21	1977	0	18159
21	1977	0	18256
21	1978	0	18288
21	1978	0	18007
21	1979	0	18060
21	1979	0	18064
21	1980	0	18089
21	1980	0	17908
21	1981	0	17922
21	1981	0	18468
21	1982	0	18481
21	1982	0	18488
21	1983	0	18519
21	1983	0	18766
21	1984	0	18806
21	1984	0	19879
21	1985	0	19926
21	1985	0	20076
21	1986	0	20143
21	1986	0	20731
21	1987	0	20787
21	1987	1	21438
21	1988	0	21476
21	1988	0	19864
21	1989	0	19886
21	1989	0	18150
21	1990	0	18234
21	1990	0	17509
21	1991	0	17598
21	1991	0	17651
21	1992	0	17780
21	1992	0	18513
21	1993	0	18633
21	1993	0	18865
21	1994	0	19005
21	1994	1	17936
21	1995	0	18098
21	1995	0	18071
21	1996	0	18239
21	1996	0	18387
21	1997	0	18550
21	1997	0	16644
21	1998	1	16803
21	1998	0	15989
21	1999	0	16161
21	1999	0	16084
21	2000	0	16261
21	2000	0	15504
21	2001	0	15691
21	2001	0	15158
21	2002	0	15360
21	2002	1	14214
21	2003	0	14378
21	2003	0	14074
22	1943	0	17878
22	1943	0	17055
22	1944	0	17048
22	1944	0	15929
22	1945	0	15940
22	1945	1	16280
22	1946	0	16215
22	1946	0	16123
22	1947	0	16037
22	1947	0	15607
22	1948	0	15533
22	1948	0	15119
22	1949	0	15095
22	1949	0	14570
22	1950	0	14607
22	1950	0	14773
22	1951	0	14816
22	1951	0	14322
22	1952	0	14302
22	1952	0	14660
22	1953	0	14652
22	1953	0	14083
22	1954	0	14076
22	1954	0	14467
22	1955	0	14428
22	1955	0	13888
22	1956	0	13818
22	1956	0	14311
22	1957	0	14246
22	1957	0	14276
22	1958	0	14230
22	1958	0	14720
22	1959	0	14709
22	1959	0	14824
22	1960	0	14868
22	1960	0	15198
22	1961	0	15158
22	1961	0	15063
22	1962	1	15057
22	1962	1	15857
22	1963	0	15848
22	1963	0	15955
22	1964	0	15947
22	1964	0	18190
22	1965	0	18108
22	1965	0	19016
22	1966	0	18984
22	1966	0	20443
22	1967	0	20408
22	1967	0	21405
22	1968	1	21363
22	1968	0	21647
22	1969	0	21598
22	1969	0	20895
22	1970	0	20937
22	1970	0	19711
22	1971	0	19713
22	1971	0	18653
22	1972	0	18652
22	1972	1	18808
22	1973	0	18850
22	1973	0	17986
22	1974	0	18012
22	1974	0	18364
22	1975	0	18349
22	1975	0	18480
22	1976	0	18439
22	1976	0	18066
22	1977	1	18078
22	1977	0	18167
22	1978	2	18182
22	1978	0	18297
22	1979	1	18326
22	1979	0	18075
22	1980	0	18077
22	1980	0	18079
22	1981	1	18058
22	1981	0	17919
22	1982	0	17911
22	1982	0	18484
22	1983	0	18485
22	1983	0	18531
22	1984	1	18544
22	1984	0	18816
22	1985	0	18843
22	1985	0	19943
22	1986	0	19982
22	1986	0	20169
22	1987	0	20196
22	1987	0	20795
22	1988	1	20792
22	1988	1	21470
22	1989	0	21473
22	1989	0	19896
22	1990	1	19923
22	1990	0	18268
22	1991	0	18332
22	1991	0	17628
22	1992	0	17683
22	1992	0	17825
22	1993	0	17901
22	1993	0	18670
22	1994	0	18739
22	1994	0	19050
22	1995	0	19139
22	1995	1	18174
22	1996	0	18300
22	1996	0	18294
22	1997	0	18391
22	1997	0	18611
22	1998	1	18713
22	1998	0	16876
22	1999	0	16993
